"","GeneSymbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000051951","Xkr4",3.61003091567001,1.12647759573903,2.68409802880451,0.419685713282521,0.674715063259457,NA
"ENSMUSG00000025900","Rp1",12.9245878465473,0.898341632258954,2.31960933527015,0.387281435110422,0.69854786790605,NA
"ENSMUSG00000025902","Sox17",88.1502192663432,-1.4805309862822,0.704915372523729,-2.10029606955743,0.0357028048132477,0.193283486976721
"ENSMUSG00000033845","Mrpl15",1082.32679085853,0.48534226911894,0.224360087890625,2.16322909160003,0.0305235637795347,0.175081299581945
"ENSMUSG00000104217",NA,7.29274158357796,0.0386893558289043,1.66279751155496,0.0232676291370704,0.981436792926268,NA
"ENSMUSG00000033813","Tcea1",490.642842471678,0.205258296824899,0.299215878083352,0.685987315043892,0.492721107525962,0.769569960363327
"ENSMUSG00000002459","Rgs20",0.559368444880344,5.32765629210661,5.8996823065394,0.903041217355257,0.366504019924808,NA
"ENSMUSG00000033793","Atp6v1h",813.568758237654,0.481053344195962,0.242232373454602,1.98591681753933,0.0470425610285038,0.229194404622273
"ENSMUSG00000025907","Rb1cc1",1188.57691490083,0.195260582472716,0.280751598247677,0.695492327350739,0.486746817901414,0.764987750636754
"ENSMUSG00000033740","St18",0.519086315174008,3.35835084100728,5.52348947921234,0.608012535127737,0.543179160170343,NA
"ENSMUSG00000051285","Pcmtd1",1780.72915392367,0.474948068682719,0.212135338340246,2.2388917961464,0.025162957411546,0.154653232630513
"ENSMUSG00000025909","Sntg1",48.3318600208709,-0.352053876190263,0.644625115752937,-0.546137386811335,0.584971502042856,0.826809449030387
"ENSMUSG00000061024","Rrs1",345.807705537404,-0.400318273319067,0.290898848176671,-1.3761425176766,0.168777514351271,0.469394177883798
"ENSMUSG00000025911","Adhfe1",1057.34277117574,0.44504519093986,0.263592452257214,1.68838366625758,0.0913376038499942,0.339141229475727
"ENSMUSG00000025912","Mybl1",11.1412237589587,-0.479866228404088,1.21263731680157,-0.395721145766629,0.692310754190673,NA
"ENSMUSG00000045210","Vcpip1",590.607399993607,-0.00131433409771418,0.30659211915862,-0.00428691416244197,0.996579547852939,0.998737364995193
"ENSMUSG00000025915","Sgk3",15.0964772523414,0.695320300939338,1.0058544927758,0.691273246710366,0.489393841038717,NA
"ENSMUSG00000099032","Tcf24",7.58763374978631,-1.05448217751544,1.5720940613709,-0.67075005460927,0.502379769837147,NA
"ENSMUSG00000025916","Ppp1r42",0.556523852602353,2.41781393395133,5.7948665674067,0.417233754362931,0.676507438034234,NA
"ENSMUSG00000025917","Cops5",1178.66263308044,0.388027881743657,0.209027388288187,1.85634947133665,0.0634037618959892,0.274856221417988
"ENSMUSG00000056763","Cspp1",195.144799340855,-0.231906171937621,0.342777259768626,-0.676550632600764,0.498691110550076,0.773981949124169
"ENSMUSG00000067851","Arfgef1",2364.35424337681,0.421392347833195,0.226446023535895,1.86089533061021,0.0627589593150556,0.273242154991816
"ENSMUSG00000048960","Prex2",453.36203081781,1.08728454205982,0.288423475357078,3.76975050561928,0.000163410819914912,0.00421089037870675
"ENSMUSG00000057715","A830018L16Rik",1.64067258414548,2.81735701399545,3.20701106320363,0.878499312434884,0.379672810675433,NA
"ENSMUSG00000016918","Sulf1",261.54922578977,1.50687779346884,0.446922236061402,3.37167782643468,0.000747117894364342,0.0134997248360068
"ENSMUSG00000025938","Slco5a1",247.560399895,0.819033624903018,2.06094973066483,0.397405920540727,0.691068150263093,0.883586285621129
"ENSMUSG00000005886","Ncoa2",1131.46375803346,-0.14024994956828,0.262579975131347,-0.53412279248684,0.593256581448679,0.831590169572036
"ENSMUSG00000025935","Tram1",2014.85637398793,-0.440032882942676,0.208808509341658,-2.10735129679358,0.0350871399384381,0.19110203551879
"ENSMUSG00000025937","Lactb2",2866.15567236838,-0.241106355676304,0.238080046683687,-1.01271130880043,0.311198074606318,0.631256737451231
"ENSMUSG00000067813","Xkr9",189.920007407116,-0.207517913870018,2.06969831776313,-0.100264812552149,0.920134092197673,0.973598140268945
"ENSMUSG00000025932","Eya1",13.00019758579,-0.59091996717414,2.23741996594972,-0.264107756329649,0.791696887347587,NA
"ENSMUSG00000032769","Trpa1",1.04337377063057,-0.873726886745113,4.2283556672736,-0.206635145077207,0.836294810768222,NA
"ENSMUSG00000092083","Kcnb2",21.2014084043848,0.17364131816959,1.89755398920319,0.0915079724516845,0.927088971716427,NA
"ENSMUSG00000025925","Terf1",137.355190651682,-0.192845605694046,0.406958280602052,-0.473870700969031,0.635592113582506,0.853933690693267
"ENSMUSG00000032719","Sbspon",4.13723645482047,-2.54590666254834,2.12217953873401,-1.1996660113249,0.230269078324312,NA
"ENSMUSG00000043716","Rpl7",5553.01330963328,0.33679585348651,0.201061617756778,1.67508775291925,0.0939170155134418,0.343426705744642
"ENSMUSG00000025921","Rdh10",318.536299798236,-0.128511081014276,0.32716299524725,-0.392804451851761,0.694463916331124,0.883796401134596
"ENSMUSG00000025920","Stau2",396.771203789718,0.296273476826967,0.305467071786418,0.969903155499918,0.332094767049224,0.645122849400514
"ENSMUSG00000025939","Ube2w",398.272369434315,0.414153961070397,0.277792775031057,1.49087376741204,0.135994639792787,0.421685002645297
"ENSMUSG00000079658","Eloc",743.84726238409,0.25735098579342,0.234071711498522,1.09945359969329,0.271570262432479,0.591721263464141
"ENSMUSG00000025940","Tmem70",1113.98202875684,0.175957109100101,0.223357915765452,0.787780941172792,0.4308248509897,0.723603398235622
"ENSMUSG00000025779","Ly96",54.8479530554298,-0.560832516753282,0.601752965881072,-0.931997926976771,0.351337596766932,0.658977032339973
"ENSMUSG00000042686","Jph1",66.4017300619332,3.25369898930829,1.56921443089442,2.07345721862484,0.0381297486213993,0.201251488995579
"ENSMUSG00000025777","Gdap1",0.344887632702618,0.448108974096939,6.93128957771177,0.0646501591187125,0.948452547010205,NA
"ENSMUSG00000067780","Pi15",3.11007550904764,2.25501185240194,2.78746042992401,0.808984345820262,0.418524150664816,NA
"ENSMUSG00000025776","Crispld1",3.27838336413899,0.431759189788828,2.90052006174504,0.148855784686098,0.881667431119374,NA
"ENSMUSG00000042596","Tfap2d",0.564116554117263,-0.588378241984595,4.91332524879382,-0.119751535302703,0.904679974790921,NA
"ENSMUSG00000043760","Pkhd1",80.8870728418335,1.44563281353263,1.82673559601094,0.791374962358797,0.428725216122401,0.721582272601788
"ENSMUSG00000041859","Mcm3",91.9280713053731,-0.0315618923903136,0.453679112718375,-0.0695687579734487,0.944536904196511,0.980491522882048
"ENSMUSG00000025931","Paqr8",23.9100275818778,0.0340141150708404,0.885105641652456,0.038429441040888,0.96934528775743,0.989406377682181
"ENSMUSG00000041809","Efhc1",11.2691871587744,0.439124342655153,1.38689364867986,0.31662438073254,0.751528633754844,NA
"ENSMUSG00000041779","Tram2",221.588404946835,0.571881573498594,0.343412498908436,1.66529050432458,0.0958548120706508,0.34598584536839
"ENSMUSG00000025933","Tmem14a",72.7611485415788,-1.07751682260867,0.595921261372941,-1.80815301022519,0.0705826896901753,0.293399684881371
"ENSMUSG00000025934","Gsta3",1865.48075138043,0.881692038989144,0.771880141182938,1.14226547872823,0.253343685942365,0.572855677683281
"ENSMUSG00000028033","Kcnq5",5.51246568217482,-2.07689898235133,1.85161694255217,-1.12166773516808,0.262003739914772,NA
"ENSMUSG00000041670","Rims1",1.67155427052537,-0.734138365396349,2.9199104706784,-0.251424957295277,0.801485574158616,NA
"ENSMUSG00000026158","Ogfrl1",378.088287798552,0.744840967720995,0.271009212528487,2.748397225215,0.0059887406583617,0.0597582960884948
"ENSMUSG00000026156","B3gat2",9.06063391678337,0.168471854842339,1.34386787368377,0.125363406731741,0.900235856720293,NA
"ENSMUSG00000026155","Smap1",161.371011499146,0.33144995578164,0.354833716543854,0.93409938325485,0.350252630064759,0.658199283805503
"ENSMUSG00000026154","Sdhaf4",299.222649737504,0.597937007684729,0.403116857382177,1.48328455318814,0.137998824600234,0.42502240140698
"ENSMUSG00000026153","Fam135a",493.649904882043,-0.340061327156569,0.277001717089295,-1.22765061072508,0.219578154200671,0.534046646045997
"ENSMUSG00000026141","Col19a1",1.37804590914013,-1.03541519432323,4.19122863342944,-0.24704335766002,0.804874669198024,NA
"ENSMUSG00000073725","Lmbrd1",1180.96423117373,0.410106476372676,0.233507111839569,1.75629116022145,0.0790387058889086,0.312775178007235
"ENSMUSG00000033569","Adgrb3",0.778810194389868,-1.55287757922505,4.78747656839889,-0.324362439594015,0.745663652659484,NA
"ENSMUSG00000048874","Phf3",934.367711743203,-0.475359889993625,0.263314191539776,-1.8052953667779,0.0710284742857576,0.294642074993039
"ENSMUSG00000117310","Ptp4a1",3.44145910013998,-0.48856442340246,3.07415212930021,-0.158926560187402,0.873726734634363,NA
"ENSMUSG00000086727","4931428L18Rik",35.4847998422275,2.23601572235332,0.835245620914142,2.67707566057766,0.00742678617217895,0.0692821277488384
"ENSMUSG00000026134","Prim2",56.7845592035729,-0.0451599859886461,0.54458953928374,-0.0829248135174279,0.933911323654724,0.977934774086228
"ENSMUSG00000004768","Rab23",157.31825808909,0.776215722323325,0.458181202885538,1.69412389123532,0.0902417433124281,0.33683906297201
"ENSMUSG00000042215","Bag2",354.755853663572,0.14800730490504,0.432715079338126,0.342043325902647,0.732318287119878,0.899961959260184
"ENSMUSG00000042197","Zfp451",273.428620712964,-0.176468162835553,0.304731975492942,-0.579093029374727,0.562526403220821,0.814908238396456
"ENSMUSG00000042182","Bend6",11.0094550435434,-0.230529911959507,1.34083657366529,-0.171929910391193,0.86349263161606,NA
"ENSMUSG00000026131","Dst",7817.47168831875,0.648497240780462,0.247434014245454,2.62088962488865,0.00877006509850601,0.0773179219014076
"ENSMUSG00000042111","Ccdc115",224.155633005633,0.12072696771811,0.309899902442856,0.389567620920343,0.696856298908418,0.885623476720235
"ENSMUSG00000026127","Imp4",230.710811522911,-0.320589301531749,0.316955604290476,-1.01146437290297,0.311794224591909,0.631992819105091
"ENSMUSG00000026126","Ptpn18",23.3883550443579,0.52860096823274,0.866141979931354,0.610293670645815,0.541667288934203,0.800960952882287
"ENSMUSG00000037509","Arhgef4",13.1165734343964,1.39853244226325,1.45766296060458,0.959434711631283,0.337339795367294,NA
"ENSMUSG00000037503","Fam168b",1336.2000178113,0.0414933725582961,0.209210344995151,0.198333273429943,0.842784320299969,0.944685165388068
"ENSMUSG00000026123","Plekhb2",1316.34408767282,0.180107633213081,0.212614676090943,0.847108188975827,0.396934821105046,0.696419171842788
"ENSMUSG00000045216","Hs6st1",1040.06593918685,0.487787966390262,0.227681296548407,2.14241562124341,0.0321600519584321,0.180980138711876
"ENSMUSG00000037470","Uggt1",1592.70194186242,-0.595962537949503,0.236540717511443,-2.519492391075,0.0117524180427222,0.0945819161242504
"ENSMUSG00000047180","Neurl3",119.512419315128,0.994679985942309,0.404578324551835,2.45855975365005,0.0139495560597348,0.105379132217733
"ENSMUSG00000037447","Arid5a",116.26453291025,-0.26085081702491,0.691104786344183,-0.377440327688602,0.705846402064656,0.889643262710006
"ENSMUSG00000010453","Kansl3",1264.72886284163,0.281709825605564,0.201588742984092,1.39744819792737,0.16227883394837,0.460820088614346
"ENSMUSG00000037432","Fer1l5",57.9584722344348,-2.17520960301955,0.690849496612994,-3.14860127087576,0.00164053869011435,0.0239881441030815
"ENSMUSG00000001143","Lman2l",473.708410989576,-0.528116063516768,0.285176629998906,-1.85189110173156,0.0640414619682577,0.276406800868559
"ENSMUSG00000037408","Cnnm4",94.3917899166076,-0.328758083122478,0.447217763709061,-0.735118570416074,0.462267285490216,0.747704907740492
"ENSMUSG00000001138","Cnnm3",302.008722105194,-1.04942009254273,0.321133222002708,-3.26786523673306,0.00108361949384167,0.0174102496513894
"ENSMUSG00000109510",NA,2.73805971904538,-2.5997565412545,2.68103372402615,-0.969684386271129,0.33220383554567,NA
"ENSMUSG00000079610","Ankrd39",33.6153521364448,0.01866848845737,0.715585369445598,0.0260884155189386,0.979186816995947,0.99318709235964
"ENSMUSG00000026121","Sema4c",174.535815070758,0.563079241644614,0.405962686978074,1.38702215673094,0.165435006704286,0.465179853482571
"ENSMUSG00000046337","Fam178b",2.40545391656844,0.638019778057294,2.6827062969604,0.237826920815071,0.81201533785407,NA
"ENSMUSG00000061518","Cox5b",4402.39189290416,-0.183803369998932,0.238976554405949,-0.769127207712206,0.441817797858683,0.731741725768152
"ENSMUSG00000037351","Actr1b",1754.33857375142,0.255910263905366,0.188131105908546,1.36027618967896,0.173742540199639,0.475401939236576
"ENSMUSG00000102416","4933424G06Rik",1.06856968191633,1.33543871359048,4.01362291996324,0.332726501771799,0.739340742768357,NA
"ENSMUSG00000026117","Zap70",135.47572154792,1.1365290042462,0.82938616059687,1.37032549883433,0.170585316779518,0.472239176932302
"ENSMUSG00000026116","Tmem131",896.113924259061,0.489444867271723,0.26767497351698,1.82850440159164,0.0674738856872264,0.286045743843544
"ENSMUSG00000050122","Vwa3b",40.4885853454293,-1.01978863686372,1.28452290551588,-0.793904594838006,0.427250974554955,0.720608020713991
"ENSMUSG00000026114","Cnga3",55.7071715421977,1.80249721625249,2.10482192450741,0.856365659852357,0.391795553085619,0.694137062467823
"ENSMUSG00000026113","Inpp4a",516.491451975716,-0.0473683063999983,0.246620661608277,-0.192069496898992,0.847687767987462,0.946090879494318
"ENSMUSG00000026112","Coa5",3162.01453510681,0.407077789443995,0.182387454100788,2.23193964437402,0.0256189522425049,0.15578497791122
"ENSMUSG00000026111","Unc50",433.296097323844,0.230342582614854,0.253809477883816,0.90754129646922,0.364120621586028,0.668879187935622
"ENSMUSG00000026110","Mgat4a",173.697996634805,0.154677368830595,0.421378303703407,0.367074829128998,0.713563202167136,0.892686936157777
"ENSMUSG00000026090","Cracdl",14.4859488335159,1.68506274874211,1.31681777632103,1.27964763161832,0.200669090006693,NA
"ENSMUSG00000060771","Tsga10",56.1203909610849,-0.382040134166398,0.62090845049131,-0.615292212344829,0.538361759632268,0.798682217822606
"ENSMUSG00000037216","Lipt1",13.2785062511524,-0.0803697592233568,1.22744259192568,-0.0654774078657875,0.947793893639516,NA
"ENSMUSG00000026088","Mitd1",144.006739667683,-0.609303694095188,0.404963903575902,-1.50458766501145,0.132430119508889,0.415016681815095
"ENSMUSG00000026087","Mrpl30",1462.67694967547,0.262068480983667,0.26655199101525,0.983179604044576,0.325519051157518,0.641128684391093
"ENSMUSG00000058407","Txndc9",784.563014959343,0.143598203249893,0.24733801669471,0.580574733997068,0.561527104856254,0.814270786609594
"ENSMUSG00000026083","Eif5b",1740.16884545104,-0.627982252028885,0.229532425472338,-2.73591955793002,0.00622062305341992,0.0615616593954403
"ENSMUSG00000026082","Rev1",201.662612816803,0.953291946086203,0.329258642172377,2.8952678046553,0.00378835182244085,0.0435425270594586
"ENSMUSG00000037138","Aff3",38.9708084183098,0.339441119134187,0.806529475641826,0.420866353165907,0.673852675960906,0.873077422751243
"ENSMUSG00000048814","Lonrf2",93.6461056607543,1.25424165181139,2.08243918490785,0.60229449239205,0.546978126320905,0.804588042066468
"ENSMUSG00000026080","Chst10",3.77752714190763,2.54502484147518,2.72567193995876,0.933723829403214,0.35044636968163,NA
"ENSMUSG00000026078","Pdcl3",480.570672736148,-0.264293448829292,0.248417843585049,-1.06390686359375,0.287370893430463,0.60959304275378
"ENSMUSG00000026077","Npas2",139.923301635147,-4.22765172186525,0.776638293287285,-5.44352726154002,5.22357350126387e-08,5.04060010967094e-06
"ENSMUSG00000073702","Rpl31",3109.14814336682,0.456718193882301,0.212927519161336,2.14494676724357,0.0319571034041993,0.180296194264479
"ENSMUSG00000003134","Tbc1d8",212.1701129989,-0.103273242636903,0.374334367092831,-0.275885015418026,0.782636383405187,0.920923237832171
"ENSMUSG00000003135","Cnot11",363.415375872137,-0.359861495897928,0.265176326776619,-1.35706493966586,0.17476057737217,0.4764977056571
